Member_number,itemDescription,Date,Category
3685,other vegetables,01-01-2024,Beverages
2719,specialty cheese,01-01-2024,Dairy
4083,pip fruit,01-01-2024,Meat
3968,pastry,01-01-2024,Other
9830,bottled beer,01-01-2024,Other
1632,ice cream,01-01-2024,Other
3378,long life bakery product,01-01-2024,Other
9730,cream cheese ,01-01-2024,Other
1210,pastry,01-01-2024,Other
2844,whole milk,01-01-2024,Other
9079,whole milk,01-01-2024,Dairy
2866,yogurt,01-01-2024,Meat
1777,soda,01-01-2024,Other
3864,other vegetables,01-01-2024,Other
7717,rolls/buns,01-01-2024,Other
3788,chocolate,01-01-2024,Other
9193,ham,01-01-2024,Other
1356,cat food,01-01-2024,Other
7705,other vegetables,01-01-2024,Other
8899,curd,01-01-2024,Other
2915,yogurt,01-01-2024,Other
6219,soda,01-01-2024,Other
4565,mayonnaise,01-01-2024,Other
9357,soda,01-01-2024,Other
9193,coffee,01-01-2024,Other
3207,UHT-milk,01-01-2024,Other
8992,domestic eggs,01-01-2024,Other
8160,rubbing alcohol,01-01-2024,Other
5717,pork,01-01-2024,Other
6159,hamburger meat,01-01-2024,Beverages
8559,whole milk,01-01-2024,Meat
1768,ice cream,01-01-2024,Other
4881,dessert,01-01-2024,Other
5564,whole milk,01-01-2024,Other
6538,house keeping products,01-01-2024,Other
4520,citrus fruit,01-01-2024,Other
3442,white bread,01-01-2024,Other
9073,pastry,01-01-2024,Other
7479,zwieback,01-01-2024,Other
6480,house keeping products,01-01-2024,Other
1465,beverages,01-01-2024,Dairy
6809,specialty chocolate,01-01-2024,Other
9181,coffee,01-01-2024,Other
2430,butter,01-01-2024,Other
9783,cream cheese ,01-01-2024,Other
4216,curd,01-01-2024,Other
2090,chocolate,01-01-2024,Other
6592,pip fruit,01-01-2024,Other
2504,chocolate,01-01-2024,Other
8160,rolls/buns,01-01-2024,Other
1281,UHT-milk,01-01-2024,Other
4500,hamburger meat,01-01-2024,Other
6843,packaged fruit/vegetables,01-01-2024,Other
1618,sausage,01-01-2024,Beverages
6000,tropical fruit,01-01-2024,Other
1130,vinegar,01-01-2024,Other
2452,misc. beverages,01-01-2024,Other
9917,soda,01-01-2024,Other
2472,pip fruit,01-01-2024,Other
2356,frozen vegetables,01-01-2024,Other
4190,whole milk,01-01-2024,Other
1004,rolls/buns,01-01-2024,Meat
4962,rolls/buns,01-01-2024,Other
7636,citrus fruit,01-01-2024,Other
7714,whole milk,01-01-2024,Other
1091,salty snack,01-01-2024,Other
1822,domestic eggs,01-01-2024,Other
7313,cream cheese ,01-01-2024,Beverages
4740,soda,01-01-2024,Other
2829,frozen meals,01-01-2024,Other
4931,onions,01-01-2024,Other
9407,nuts/prunes,01-01-2024,Other
5868,soda,01-01-2024,Other
9371,other vegetables,01-01-2024,Other
8051,salty snack,01-01-2024,Dairy
1756,sliced cheese,01-01-2024,Other
2916,butter,01-01-2024,Other
9485,whipped/sour cream,01-01-2024,Other
1360,bottled beer,01-01-2024,Other
6000,frozen vegetables,01-01-2024,Meat
9729,bottled beer,01-01-2024,Other
8825,herbs,01-01-2024,Other
1195,root vegetables,01-01-2024,Other
6380,butter,01-01-2024,Other
8416,whole milk,01-01-2024,Dairy
6460,salad dressing,01-01-2024,Other
3891,rolls/buns,01-01-2024,Other
4281,yogurt,01-01-2024,Other
3053,whole milk,01-01-2024,Beverages
5287,whole milk,01-01-2024,Other
6800,pot plants,01-01-2024,Other
5112,cat food,01-01-2024,Dairy
1707,salty snack,01-01-2024,Other
9485,brandy,01-01-2024,Other
3360,sugar,01-01-2024,Other
3024,cat food,01-01-2024,Other
4941,pastry,01-01-2024,Dairy
9827,cleaner,01-01-2024,Dairy
1368,coffee,01-01-2024,Beverages
2721,sausage,01-01-2024,Other
1603,citrus fruit,01-01-2024,Other
6260,ice cream,01-01-2024,Other
3482,margarine,01-01-2024,Other
6893,butter milk,01-01-2024,Meat
1609,yogurt,01-01-2024,Other
1719,dishes,01-01-2024,Beverages
6010,rolls/buns,01-01-2024,Other
9616,candy,01-01-2024,Other
4386,salt,01-01-2024,Other
5557,other vegetables,01-01-2024,Other
6526,pork,01-01-2024,Beverages
4547,rum,01-01-2024,Dairy
6505,rolls/buns,01-01-2024,Dairy
6824,pickled vegetables,01-01-2024,Other
9217,sausage,01-01-2024,Other
1151,yogurt,01-01-2024,Dairy
2693,other vegetables,01-01-2024,Other
6378,misc. beverages,01-01-2024,Other
5701,beverages,01-01-2024,Other
5221,bottled beer,01-01-2024,Other
1596,rolls/buns,01-01-2024,Other
2356,newspapers,01-01-2024,Other
1882,sausage,01-01-2024,Other
8109,dessert,01-01-2024,Other
4595,vinegar,01-01-2024,Other
9358,other vegetables,01-01-2024,Beverages
8494,root vegetables,01-01-2024,Other
1500,canned beer,01-01-2024,Other
7554,sugar,01-01-2024,Beverages
9397,whole milk,01-01-2024,Other
2081,baking powder,01-01-2024,Other
2558,cling film/bags,01-01-2024,Other
8968,domestic eggs,01-01-2024,Other
4839,sugar,01-01-2024,Other
9397,other vegetables,01-01-2024,Other
5621,whole milk,01-01-2024,Other
4216,flour,01-01-2024,Other
7706,misc. beverages,01-01-2024,Dairy
7484,meat,01-01-2024,Meat
8517,onions,01-01-2024,Other
5345,beef,01-01-2024,Other
3907,specialty cheese,01-01-2024,Other
5712,rolls/buns,01-01-2024,Other
2573,cream cheese ,01-01-2024,Other
3451,whole milk,01-01-2024,Other
3522,coffee,01-01-2024,Beverages
2630,napkins,01-01-2024,Other
4805,tropical fruit,01-01-2024,Other
8998,semi-finished bread,01-01-2024,Other
5810,newspapers,01-01-2024,Dairy
9113,frankfurter,01-01-2024,Other
1011,yogurt,01-01-2024,Meat
8893,margarine,01-01-2024,Other
2928,domestic eggs,01-01-2024,Other
8988,whole milk,01-01-2024,Dairy
3423,soda,01-01-2024,Other
7991,bottled water,01-01-2024,Dairy
7973,cleaner,01-01-2024,Other
6800,margarine,01-01-2024,Other
1639,pip fruit,01-01-2024,Other
6184,hamburger meat,01-01-2024,Other
6780,cat food,01-01-2024,Other
1538,soda,01-01-2024,Dairy
3245,sausage,01-01-2024,Other
8821,dish cleaner,01-01-2024,Other
6108,root vegetables,01-01-2024,Other
8372,onions,01-01-2024,Other
6592,bottled water,01-01-2024,Dairy
6246,tropical fruit,01-01-2024,Other
3458,frozen meals,01-01-2024,Beverages
6920,napkins,01-01-2024,Other
2742,turkey,01-01-2024,Dairy
4293,curd,01-01-2024,Other
6159,soda,01-01-2024,Other
9397,pork,01-01-2024,Meat
3164,sausage,01-01-2024,Other
8968,tropical fruit,01-01-2024,Other
9402,canned beer,01-01-2024,Other
9100,UHT-milk,01-01-2024,Other
3906,frozen fish,01-01-2024,Other
5205,white wine,01-01-2024,Other
5211,roll products ,01-01-2024,Meat
7167,snack products,01-01-2024,Other
8927,onions,01-01-2024,Other
9587,butter,01-01-2024,Other
6538,pastry,01-01-2024,Dairy
8317,tropical fruit,01-01-2024,Other
9009,yogurt,01-01-2024,Dairy
4085,bottled beer,01-01-2024,Other
6526,pot plants,01-01-2024,Other
3696,curd cheese,01-01-2024,Dairy
5388,yogurt,01-01-2024,Other
9182,yogurt,01-01-2024,Dairy
3004,ham,01-01-2024,Other
8535,shopping bags,01-01-2024,Other
8337,rolls/buns,01-01-2024,Other
6641,bottled water,01-01-2024,Beverages
9391,pastry,01-01-2024,Other
8551,frozen vegetables,01-01-2024,Dairy
1644,other vegetables,01-01-2024,Other
3293,ham,01-01-2024,Other
5767,whole milk,01-01-2024,Beverages
3412,chicken,01-01-2024,Other
2263,whole milk,01-01-2024,Dairy
6824,whipped/sour cream,01-01-2024,Other
7167,fruit/vegetable juice,01-01-2024,Dairy
2682,organic sausage,01-01-2024,Dairy
9357,other vegetables,01-01-2024,Other
8881,rolls/buns,01-01-2024,Dairy
4424,yogurt,01-01-2024,Other
7856,soda,01-01-2024,Beverages
1618,newspapers,01-01-2024,Other
4869,bottled water,01-01-2024,Other
3423,brown bread,01-01-2024,Other
3927,whole milk,01-01-2024,Meat
5168,margarine,01-01-2024,Other
3026,curd,01-01-2024,Other
1538,tropical fruit,01-01-2024,Other
9067,white bread,01-01-2024,Meat
6339,semi-finished bread,01-01-2024,Other
2923,other vegetables,01-01-2024,Other
2291,beef,01-01-2024,Other
9217,brown bread,01-01-2024,Other
7345,frozen fish,01-01-2024,Other
2505,misc. beverages,01-01-2024,Other
4621,pastry,01-01-2024,Other
6275,whole milk,01-01-2024,Other
5673,curd,01-01-2024,Other
8150,whole milk,01-01-2024,Dairy
2541,citrus fruit,01-01-2024,Other
7857,other vegetables,01-01-2024,Beverages
9375,whipped/sour cream,01-01-2024,Other
7869,newspapers,01-01-2024,Other
5564,curd,01-01-2024,Other
1100,chocolate,01-01-2024,Other
9491,whole milk,01-01-2024,Other
9022,shopping bags,01-01-2024,Other
7838,canned fish,01-01-2024,Other
1259,whole milk,01-01-2024,Other
1002,root vegetables,01-01-2024,Other
8013,pasta,01-01-2024,Beverages
8929,newspapers,01-01-2024,Other
1609,dish cleaner,01-01-2024,Dairy
2038,berries,01-01-2024,Other
3141,beverages,01-01-2024,Other
7104,sliced cheese,01-01-2024,Other
4531,fruit/vegetable juice,01-01-2024,Other
4579,pip fruit,01-01-2024,Dairy
3626,tropical fruit,01-01-2024,Other
5322,soda,01-01-2024,Other
4962,white wine,01-01-2024,Other
3891,seasonal products,01-01-2024,Dairy
7888,hamburger meat,01-01-2024,Other
7035,root vegetables,01-01-2024,Other
9630,bottled water,01-01-2024,Other
7273,candy,01-01-2024,Other
4740,whipped/sour cream,01-01-2024,Other
9770,brown bread,01-01-2024,Meat
3578,salt,01-01-2024,Other
4476,canned beer,01-01-2024,Other
5358,pot plants,01-01-2024,Other
3712,pork,01-01-2024,Beverages
6581,whole milk,01-01-2024,Dairy
2510,beverages,01-01-2024,Dairy
9391,cream cheese ,01-01-2024,Other
7962,whole milk,01-01-2024,Dairy
5701,frozen vegetables,01-01-2024,Other
7904,butter,01-01-2024,Other
4579,margarine,01-01-2024,Other
8998,bottled water,01-01-2024,Other
9465,frozen meals,01-01-2024,Other
4028,processed cheese,01-01-2024,Other
4493,cream cheese ,01-01-2024,Other
4317,rolls/buns,01-01-2024,Other
3053,oil,01-01-2024,Dairy
9826,curd cheese,01-01-2024,Other
9939,beverages,01-01-2024,Meat
6817,dessert,01-01-2024,Other
6850,whole milk,01-01-2024,Other
8559,other vegetables,01-01-2024,Other
9827,rolls/buns,01-01-2024,Other
1006,yogurt,01-01-2024,Dairy
6920,brown bread,01-01-2024,Other
1767,roll products ,01-01-2024,Other
3262,soda,01-01-2024,Beverages
9681,UHT-milk,01-01-2024,Other
5667,frozen meals,01-01-2024,Other
3032,male cosmetics,01-01-2024,Other
6313,whole milk,01-01-2024,Other
9681,frankfurter,01-01-2024,Other
2829,pip fruit,01-01-2024,Other
1644,frankfurter,01-01-2024,Other
7554,butter milk,01-01-2024,Other
1977,meat,01-01-2024,Other
4273,coffee,01-01-2024,Other
4839,coffee,01-01-2024,Dairy
3803,whipped/sour cream,01-01-2024,Other
4293,bottled water,01-01-2024,Dairy
1960,tropical fruit,01-01-2024,Other
7962,semi-finished bread,01-01-2024,Other
7743,whole milk,01-01-2024,Other
2866,instant coffee,01-01-2024,Dairy
1930,condensed milk,01-01-2024,Other
9404,rolls/buns,01-01-2024,Dairy
3208,grapes,01-01-2024,Other
6311,root vegetables,01-01-2024,Other
3086,ice cream,01-01-2024,Dairy
1505,berries,01-01-2024,Other
5789,softener,01-01-2024,Other
2841,frozen vegetables,01-01-2024,Other
9770,ham,01-01-2024,Other
4072,dental care,01-01-2024,Other
1477,fruit/vegetable juice,01-01-2024,Other
7911,yogurt,01-01-2024,Other
6983,frankfurter,01-01-2024,Other
3482,bottled water,01-01-2024,Beverages
6100,whole milk,01-01-2024,Other
7714,other vegetables,01-01-2024,Other
8821,vinegar,01-01-2024,Other
6185,vinegar,01-01-2024,Other
1873,candy,01-01-2024,Other
5250,tropical fruit,01-01-2024,Dairy
2474,UHT-milk,01-01-2024,Other
5419,canned vegetables,01-01-2024,Beverages
7706,root vegetables,01-01-2024,Other
9517,candy,01-01-2024,Other
6481,citrus fruit,01-01-2024,Meat
7565,soda,01-01-2024,Other
3424,citrus fruit,01-01-2024,Other
7274,root vegetables,01-01-2024,Beverages
9895,citrus fruit,01-01-2024,Other
9878,specialty bar,01-01-2024,Dairy
8888,meat,01-01-2024,Other
3613,beef,01-01-2024,Other
7743,hygiene articles,01-01-2024,Meat
1450,shopping bags,01-01-2024,Meat
3756,root vegetables,01-01-2024,Other
6547,brown bread,01-01-2024,Other
7193,whole milk,01-01-2024,Other
4907,pip fruit,01-01-2024,Meat
4072,root vegetables,01-01-2024,Other
4083,soda,01-01-2024,Beverages
4974,bottled water,01-01-2024,Dairy
3864,curd cheese,01-01-2024,Other
3906,tropical fruit,01-01-2024,Other
7309,citrus fruit,01-01-2024,Other
4565,brown bread,01-01-2024,Other
1639,rolls/buns,01-01-2024,Beverages
4621,root vegetables,01-01-2024,Beverages
6480,pastry,01-01-2024,Other
9416,curd,01-01-2024,Other
9683,soda,01-01-2024,Other
7801,canned beer,01-01-2024,Other
1477,tropical fruit,01-01-2024,Dairy
3808,soda,01-01-2024,Other
5800,rolls/buns,01-01-2024,Other
8335,whole milk,01-01-2024,Other
4394,canned beer,01-01-2024,Other
6378,whipped/sour cream,01-01-2024,Beverages
9338,soda,01-01-2024,Other
3372,whipped/sour cream,01-01-2024,Other
8109,cat food,01-01-2024,Other
5752,bottled water,01-01-2024,Other
9022,chicken,01-01-2024,Other
7982,other vegetables,01-01-2024,Other
5322,specialty chocolate,01-01-2024,Other
7958,chicken,01-01-2024,Other
1622,sausage,01-01-2024,Other
7433,canned beer,01-01-2024,Other
1163,frozen meals,01-01-2024,Other
4740,bottled water,01-01-2024,Meat
7933,whipped/sour cream,01-01-2024,Other
7857,citrus fruit,01-01-2024,Dairy
7450,rolls/buns,01-01-2024,Dairy
3968,whipped/sour cream,01-01-2024,Other
3626,canned fish,01-01-2024,Other
3968,butter,01-01-2024,Other
7687,fruit/vegetable juice,01-01-2024,Other
7061,rolls/buns,01-01-2024,Meat
8283,whole milk,01-01-2024,Other
9888,fruit/vegetable juice,01-01-2024,Other
5031,whole milk,01-01-2024,Other
7510,whole milk,01-01-2024,Other
4569,brown bread,01-01-2024,Other
5276,pickled vegetables,01-01-2024,Beverages
6246,napkins,01-01-2024,Other
1403,soda,01-01-2024,Beverages
9505,bottled beer,01-01-2024,Other
5221,soda,01-01-2024,Other
5062,sausage,01-01-2024,Other
2340,tropical fruit,01-01-2024,Dairy
3752,root vegetables,01-01-2024,Other
5241,canned beer,01-01-2024,Dairy
5963,frankfurter,01-01-2024,Other
7238,oil,01-01-2024,Dairy
1623,white bread,01-01-2024,Dairy
8109,dog food,01-01-2024,Dairy
2122,other vegetables,01-01-2024,Other
1597,yogurt,01-01-2024,Other
3015,condensed milk,01-01-2024,Meat
4414,other vegetables,01-01-2024,Other
3855,pastry,01-01-2024,Other
5049,rolls/buns,01-01-2024,Dairy
9182,bottled beer,01-01-2024,Other
2558,dish cleaner,01-01-2024,Meat
9405,yogurt,01-01-2024,Other
2901,butter,01-01-2024,Other
8763,bottled beer,01-01-2024,Other
6581,pet care,01-01-2024,Other
8517,whole milk,01-01-2024,Other
6378,oil,01-01-2024,Other
1938,candles,01-01-2024,Other
3086,dishes,01-01-2024,Other
1450,coffee,01-01-2024,Other
3082,brown bread,01-01-2024,Other
3821,shopping bags,01-01-2024,Other
1501,pot plants,01-01-2024,Other
1092,instant coffee,01-01-2024,Meat
3681,sauces,01-01-2024,Meat
2643,tropical fruit,01-01-2024,Other
3312,pastry,01-01-2024,Other
2441,brown bread,01-01-2024,Other
9987,sausage,01-01-2024,Other
1165,rolls/buns,01-01-2024,Other
6232,whole milk,01-01-2024,Other
9406,other vegetables,01-01-2024,Meat
6991,photo/film,01-01-2024,Other
4028,specialty chocolate,01-01-2024,Other
9432,candy,01-01-2024,Other
6453,brown bread,01-01-2024,Other
8410,pastry,01-01-2024,Other
2573,rolls/buns,01-01-2024,Other
3803,pork,01-01-2024,Other
9783,chicken,01-01-2024,Meat
9303,bottled beer,01-01-2024,Meat
9530,coffee,01-01-2024,Other
9958,pip fruit,01-01-2024,Other
1815,zwieback,01-01-2024,Other
7296,tropical fruit,01-01-2024,Meat
8803,red/blush wine,01-01-2024,Dairy
7743,whole milk,01-01-2024,Other
8229,butter,01-01-2024,Other
7188,rolls/buns,01-01-2024,Beverages
2316,root vegetables,01-01-2024,Other
1983,curd,01-01-2024,Other
3855,whole milk,01-01-2024,Other
6827,yogurt,01-01-2024,Other
9615,yogurt,01-01-2024,Meat
2951,yogurt,01-01-2024,Other
8410,rolls/buns,01-01-2024,Other
2798,beef,01-01-2024,Dairy
3821,bottled beer,01-01-2024,Other
8220,sparkling wine,01-01-2024,Other
6196,beef,01-01-2024,Other
7621,beef,01-01-2024,Meat
9925,tropical fruit,01-01-2024,Other
8992,finished products,01-01-2024,Meat
6608,yogurt,01-01-2024,Other
1773,soda,01-01-2024,Other
9878,bottled beer,01-01-2024,Other
8899,yogurt,01-01-2024,Other
9250,other vegetables,01-01-2024,Other
8379,processed cheese,01-01-2024,Other
6945,long life bakery product,01-01-2024,Other
8245,other vegetables,01-01-2024,Other
5789,cream cheese ,01-01-2024,Other
9716,other vegetables,01-01-2024,Other
9800,rolls/buns,01-01-2024,Other
5530,whole milk,01-01-2024,Other
3522,pastry,01-01-2024,Other
5255,whole milk,01-01-2024,Beverages
6176,cream cheese ,01-01-2024,Beverages
6850,misc. beverages,01-01-2024,Dairy
4216,curd,01-01-2024,Other
7684,beverages,01-01-2024,Other
2939,yogurt,01-01-2024,Other
9009,citrus fruit,01-01-2024,Other
3025,sugar,01-01-2024,Other
1908,whole milk,01-01-2024,Other
6784,margarine,01-01-2024,Other
7888,chewing gum,01-01-2024,Other
9615,shopping bags,01-01-2024,Beverages
7083,liquor (appetizer),01-01-2024,Other
9193,whole milk,01-01-2024,Dairy
7216,candy,01-01-2024,Beverages
7890,bottled beer,01-01-2024,Meat
1209,soft cheese,01-01-2024,Other
7510,fruit/vegetable juice,01-01-2024,Other
1296,condensed milk,01-01-2024,Snacks
3907,grapes,01-01-2024,Other
3752,brown bread,01-01-2024,Other
6260,other vegetables,01-01-2024,Canned Goods
1943,potato products,01-01-2024,Other
8243,bottled beer,01-01-2024,Other
1719,domestic eggs,01-01-2024,Other
5419,frozen vegetables,01-01-2024,Other
2340,newspapers,01-01-2024,Other
3965,beef,01-01-2024,Other
2665,whole milk,01-01-2024,Other
2226,fruit/vegetable juice,01-01-2024,Other
4962,fruit/vegetable juice,01-01-2024,Other
1938,flower (seeds),01-01-2024,Other
1769,hygiene articles,01-01-2024,Dairy
3004,Instant food products,01-01-2024,Dairy
5031,soda,01-01-2024,Other
6857,fruit/vegetable juice,01-01-2024,Other
3025,pip fruit,01-01-2024,Snacks
3482,syrup,01-01-2024,Dairy
3245,butter,01-01-2024,Meat
7510,other vegetables,01-01-2024,Other
4394,chocolate,01-01-2024,Beverages
1002,whole milk,01-01-2024,Other
3716,rolls/buns,01-01-2024,Other
1424,butter milk,01-01-2024,Other
9319,misc. beverages,01-01-2024,Other
6722,root vegetables,01-01-2024,Other
1319,whole milk,01-01-2024,Other
8929,rolls/buns,01-01-2024,Other
3968,snack products,01-01-2024,Other
6853,rolls/buns,01-01-2024,Other
7131,soft cheese,01-01-2024,Canned Goods
1505,tropical fruit,01-01-2024,Other
7953,bottled water,01-01-2024,Beverages
5006,sausage,01-01-2024,Dairy
7869,newspapers,01-01-2024,Meat
8763,other vegetables,01-01-2024,Other
6853,yogurt,01-01-2024,Meat
9925,whole milk,01-01-2024,Other
8884,canned beer,01-01-2024,Other
3287,onions,01-01-2024,Beverages
5112,other vegetables,01-01-2024,Beverages
5815,other vegetables,01-01-2024,Other
5659,domestic eggs,01-01-2024,Other
5931,specialty chocolate,01-01-2024,Other
9305,butter,01-01-2024,Other
2038,white wine,01-01-2024,Other
2849,coffee,01-01-2024,Other
7238,other vegetables,01-01-2024,Other
2983,softener,01-01-2024,Other
1835,whole milk,01-01-2024,Other
5636,tropical fruit,01-01-2024,Other
9624,other vegetables,01-01-2024,Dairy
8146,frozen meals,01-01-2024,Other
1209,turkey,01-01-2024,Other
4105,soda,01-01-2024,Other
3842,tropical fruit,01-01-2024,Other
7040,rolls/buns,01-01-2024,Other
8076,domestic eggs,01-01-2024,Other
1960,white bread,01-01-2024,Meat
6260,rolls/buns,01-01-2024,Other
5211,newspapers,01-01-2024,Dairy
9303,ham,01-01-2024,Meat
5693,napkins,01-01-2024,Meat
8426,chicken,01-01-2024,Meat
8229,rolls/buns,01-01-2024,Other
6102,soda,01-01-2024,Other
1090,long life bakery product,01-01-2024,Other
9182,soda,01-01-2024,Other
3394,other vegetables,01-01-2024,Other
4962,pastry,01-01-2024,Dairy
9587,whole milk,01-01-2024,Other
3889,coffee,01-01-2024,Other
7209,flower (seeds),01-01-2024,Other
3694,canned beer,01-01-2024,Beverages
6418,dessert,01-01-2024,Other
2496,dental care,01-01-2024,Other
8057,sausage,01-01-2024,Dairy
9730,other vegetables,01-01-2024,Snacks
2601,white wine,01-01-2024,Other
3285,pickled vegetables,01-01-2024,Beverages
1504,whole milk,01-01-2024,Other
1011,seasonal products,01-01-2024,Other
6614,rolls/buns,01-01-2024,Other
4579,condensed milk,01-01-2024,Other
6526,whole milk,01-01-2024,Meat
9729,other vegetables,01-01-2024,Other
5421,frozen vegetables,01-01-2024,Other
1294,canned beer,01-01-2024,Other
9987,berries,01-01-2024,Other
1536,sliced cheese,01-01-2024,Beverages
1618,frozen meals,01-01-2024,Beverages
6103,pudding powder,01-01-2024,Other
5843,curd,01-01-2024,Other
6780,canned beer,01-01-2024,Other
2005,kitchen towels,01-01-2024,Other
4915,margarine,01-01-2024,Other
9136,whole milk,01-01-2024,Other
5659,bottled water,01-01-2024,Other
7299,shopping bags,01-01-2024,Other
6285,hamburger meat,01-01-2024,Other
1100,citrus fruit,01-01-2024,Other
5236,whole milk,01-01-2024,Other
